"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000138092",11.9107356306589,-0.128183385281058,1.17026394584927,-0.109533738722536,0.91277916311705,0.999838284898011
"ENSG00000138095",60.3541470800937,-0.661044831469183,0.807264277187211,-0.818870412267582,0.412860352506242,0.999838284898011
"ENSG00000264659",0,NA,NA,NA,NA,NA
"ENSG00000267855",41.5929356091142,0.688674369674341,0.859135148991074,0.801590262583351,0.422790012121073,0.999838284898011
"ENSG00000264658",0,NA,NA,NA,NA,NA
"ENSG00000273844",0,NA,NA,NA,NA,NA
"ENSG00000054148",110.923216459013,1.45645771656607,0.805695604644098,1.80770219940499,0.0706528621089255,0.501930059269622
"ENSG00000259869",0.75,-1.11008830643767,1.44245171088193,-0.769584380581413,0.441546473211556,NA
"ENSG00000267858",1.5,-1.96888623526846,1.57737920779674,-1.24820095607737,0.211957473930103,NA
"ENSG00000208000",0,NA,NA,NA,NA,NA
"ENSG00000219863",0,NA,NA,NA,NA,NA
"ENSG00000137409",132.596086447204,0.0522659899236339,0.701708393936748,0.0744839172158245,0.940625337819742,0.999838284898011
"ENSG00000278213",0,NA,NA,NA,NA,NA
"ENSG00000259863",0,NA,NA,NA,NA,NA
"ENSG00000085224",30.3866443136426,0.210947112958038,0.93692288974654,0.225148851913634,0.821863478109789,0.999838284898011
"ENSG00000208002",0,NA,NA,NA,NA,NA
"ENSG00000224886",0.618802424018293,1.06979771171814,1.4341121945058,0.745965145416531,0.455688470253295,NA
"ENSG00000224887",0,NA,NA,NA,NA,NA
"ENSG00000224884",0,NA,NA,NA,NA,NA
"ENSG00000229877",0,NA,NA,NA,NA,NA
"ENSG00000229870",0,NA,NA,NA,NA,NA
"ENSG00000224883",0,NA,NA,NA,NA,NA
"ENSG00000224880",0,NA,NA,NA,NA,NA
"ENSG00000224238",1.4621750856082,1.92025177219227,1.57486742761929,1.21931010732445,0.222726513839111,NA
"ENSG00000213777",2,-2.37571577345732,1.59041100019256,-1.49377473695144,0.135234506711565,NA
"ENSG00000213774",0,NA,NA,NA,NA,NA
"ENSG00000238040",0,NA,NA,NA,NA,NA
"ENSG00000213772",0,NA,NA,NA,NA,NA
"ENSG00000278333",0,NA,NA,NA,NA,NA
"ENSG00000213770",0,NA,NA,NA,NA,NA
"ENSG00000213771",0,NA,NA,NA,NA,NA
"ENSG00000222736",0,NA,NA,NA,NA,NA
"ENSG00000235191",0,NA,NA,NA,NA,NA
"ENSG00000278214",0,NA,NA,NA,NA,NA
"ENSG00000144119",0,NA,NA,NA,NA,NA
"ENSG00000144118",58.6340519120296,-0.434092543371238,0.767365519368828,-0.565692010410224,0.571603167425267,0.999838284898011
"ENSG00000264657",0,NA,NA,NA,NA,NA
"ENSG00000144115",21.6790979219668,0.200529360015195,0.970142658972706,0.206700899254897,0.836243455063786,0.999838284898011
"ENSG00000259654",0,NA,NA,NA,NA,NA
"ENSG00000278334",0,NA,NA,NA,NA,NA
"ENSG00000100311",30.9492000035522,-1.75271186883758,0.892634554283676,-1.96352679876269,0.0495849937059088,0.405737741550569
"ENSG00000272711",3.11880242401829,-1.21268188820843,1.54210028540216,-0.786383284983429,0.431642972975364,NA
"ENSG00000150433",19.341999648571,-0.563108475573091,1.00366716206358,-0.561051010591315,0.574762763283829,0.999838284898011
"ENSG00000104671",31.2808169716803,-0.833006292615298,0.917039918612303,-0.908364266057068,0.363685798711534,0.985760868708819
"ENSG00000235194",6.60640727205488,-0.981847196886807,1.39285539609113,-0.704916820254448,0.480862001944646,0.999838284898011
"ENSG00000100316",1647.75640211042,-0.045621430131117,0.668025243989271,-0.0682929732695097,0.9455524175901,0.999838284898011
"ENSG00000100319",27.5949480806347,1.67465173539939,0.920242160295125,1.81979462325691,0.06879028685269,0.495522537923524
"ENSG00000117242",0,NA,NA,NA,NA,NA
"ENSG00000104679",36.0186587933495,0.631050685001239,0.897570117634565,0.703065613040121,0.482014860701626,0.999838284898011
"ENSG00000278218",0,NA,NA,NA,NA,NA
"ENSG00000120075",4.46786954370978,-0.249164857881447,1.48806093354977,-0.167442644493774,0.867021773330168,0.999838284898011
"ENSG00000259658",0.206267474672764,0.808358522065789,1.35156465256271,0.598090901928411,0.549779280591825,NA
"ENSG00000110680",0,NA,NA,NA,NA,NA
"ENSG00000238227",25.7983266516528,0.181622882235422,1.00082662008892,0.181472873112913,0.85599642374496,0.999838284898011
"ENSG00000261189",0.412534949345529,0.980971711963575,1.41086714043019,0.695297015468418,0.486869184255752,NA
"ENSG00000238225",0,NA,NA,NA,NA,NA
"ENSG00000238224",0,NA,NA,NA,NA,NA
"ENSG00000238223",0,NA,NA,NA,NA,NA
"ENSG00000238222",0,NA,NA,NA,NA,NA
"ENSG00000238221",0,NA,NA,NA,NA,NA
"ENSG00000224777",0,NA,NA,NA,NA,NA
"ENSG00000156873",29.2328463504782,0.856020089257387,0.910449052472042,0.940217453061355,0.347106031140918,0.98374321811465
"ENSG00000261181",0,NA,NA,NA,NA,NA
"ENSG00000261182",0,NA,NA,NA,NA,NA
"ENSG00000261183",2.77442352666814,0.846329920377114,1.55916864078715,0.542808454606835,0.587261691473765,NA
"ENSG00000261184",0,NA,NA,NA,NA,NA
"ENSG00000156876",2.03133737336382,0.0370479445152357,1.58653952532003,0.0233514160372164,0.981369958811348,NA
"ENSG00000156875",15.3636533284025,0.863160709179438,1.49050508168679,0.579106183390271,0.562517528050317,0.999838284898011
"ENSG00000261187",0,NA,NA,NA,NA,NA
"ENSG00000280215",0,NA,NA,NA,NA,NA
"ENSG00000181371",0,NA,NA,NA,NA,NA
"ENSG00000280217",0,NA,NA,NA,NA,NA
"ENSG00000280216",0,NA,NA,NA,NA,NA
"ENSG00000181374",5.71786954370978,-0.616189949356272,1.51670191068341,-0.406269646669479,0.6845444852752,0.999838284898011
"ENSG00000280213",0.843372661589906,1.12422743659265,1.4464387205867,0.777238206217708,0.437018244916452,NA
"ENSG00000172687",2.53133737336382,-0.299027408183982,1.5687404371759,-0.190616242877185,0.848826263552081,NA
"ENSG00000181378",0,NA,NA,NA,NA,NA
"ENSG00000182931",0.843372661589906,1.12422743659265,1.4464387205867,0.777238206217708,0.437018244916452,NA
"ENSG00000112812",8.71058891975541,1.98599416837307,1.3242061730854,1.49976205272151,0.13367605025697,0.700682530687912
"ENSG00000280219",0,NA,NA,NA,NA,NA
"ENSG00000182934",89.1256114278901,-0.427194647884475,0.720022104194234,-0.593307685133559,0.55297525652628,0.999838284898011
"ENSG00000267160",0.618802424018293,1.06979771171814,1.4341121945058,0.745965145416531,0.455688470253295,NA
"ENSG00000239793",0,NA,NA,NA,NA,NA
"ENSG00000064195",0,NA,NA,NA,NA,NA
"ENSG00000227245",0,NA,NA,NA,NA,NA
"ENSG00000259946",0,NA,NA,NA,NA,NA
"ENSG00000064199",3.56267474672764,0.306500963467501,1.52751446516975,0.200653395078285,0.840969603802601,NA
"ENSG00000086758",92.3363539720704,-0.37609734213882,0.731075640640198,-0.514443815703495,0.606941732126728,0.999838284898011
"ENSG00000274093",0,NA,NA,NA,NA,NA
"ENSG00000231856",1.5,-1.96888623526846,1.57737920779674,-1.24820095607737,0.211957473930103,NA
"ENSG00000120210",0,NA,NA,NA,NA,NA
"ENSG00000262983",0,NA,NA,NA,NA,NA
"ENSG00000260859",0,NA,NA,NA,NA,NA
"ENSG00000260858",0,NA,NA,NA,NA,NA
"ENSG00000260855",1.36880242401829,-0.103966521550717,1.56397393532596,-0.0664758658711588,0.94699897144451,NA
"ENSG00000260854",0,NA,NA,NA,NA,NA
"ENSG00000260857",0,NA,NA,NA,NA,NA
"ENSG00000260851",0,NA,NA,NA,NA,NA
"ENSG00000260850",0,NA,NA,NA,NA,NA
"ENSG00000260853",0.974783390405466,1.41970395939964,1.51621987906373,0.93634437788555,0.349095906185271,NA
"ENSG00000260852",2.09337266158991,-0.288250269566021,1.59031664827747,-0.181253381128995,0.85616869633801,NA
"ENSG00000169660",22.5466809573909,0.589018508903302,0.948809205711949,0.620797632819473,0.534732780959053,0.999838284898011
"ENSG00000169662",0.412534949345529,0.980971711963575,1.41086714043019,0.695297015468418,0.486869184255752,NA
"ENSG00000261728",0.618802424018293,1.06979771171814,1.4341121945058,0.745965145416531,0.455688470253295,NA
"ENSG00000261729",0,NA,NA,NA,NA,NA
"ENSG00000156299",10.0742768157647,-0.594089102980874,1.17354729876498,-0.506233624845017,0.612692652665995,0.999838284898011
"ENSG00000156298",37.5124546803724,-2.47821615231169,0.95918132265807,-2.58367849099072,0.00977528714796398,0.146822990065049
"ENSG00000169668",1.91844256028096,1.36661946288579,1.58865517314942,0.860236686968729,0.38965858528773,NA
"ENSG00000261725",0,NA,NA,NA,NA,NA
"ENSG00000261727",0,NA,NA,NA,NA,NA
"ENSG00000261720",0,NA,NA,NA,NA,NA
"ENSG00000244521",0,NA,NA,NA,NA,NA
"ENSG00000261722",0,NA,NA,NA,NA,NA
"ENSG00000261723",0,NA,NA,NA,NA,NA
"ENSG00000168398",16.5541747341792,0.234673047226764,1.0564082714773,0.222142379573187,0.824203047802346,0.999838284898011
"ENSG00000261038",0,NA,NA,NA,NA,NA
"ENSG00000168393",30.374213454069,1.03865104703544,1.05089993763725,0.988344379742425,0.322984017439624,0.969642018752196
"ENSG00000269533",0,NA,NA,NA,NA,NA
"ENSG00000269535",0,NA,NA,NA,NA,NA
"ENSG00000269534",0,NA,NA,NA,NA,NA
"ENSG00000168395",24.910582006234,-0.325883289669497,0.92386059019481,-0.352740763193264,0.724282796597168,0.999838284898011
"ENSG00000168394",74.826078461634,2.06965896897866,0.784702652028899,2.63750729480449,0.00835178292214558,0.132548554824741
"ENSG00000197822",1.16253494934553,-0.347149139562512,1.57039579420007,-0.221058373210521,0.825046981799396,NA
"ENSG00000228089",0,NA,NA,NA,NA,NA
"ENSG00000197826",0,NA,NA,NA,NA,NA
"ENSG00000228082",0,NA,NA,NA,NA,NA
"ENSG00000256591",1.34337266158991,0.321899390147297,1.5805076659181,0.203668351054981,0.838612675974068,NA
"ENSG00000180425",10.9373847816814,-0.683258188591205,1.169616544228,-0.584172814554522,0.559104049690332,0.999838284898011
"ENSG00000180424",0,NA,NA,NA,NA,NA
"ENSG00000180423",1.36880242401829,-0.103966521550717,1.56397393532596,-0.0664758658711587,0.94699897144451,NA
"ENSG00000180422",0.75,-1.11008830643767,1.44245171088193,-0.769584380581413,0.441546473211556,NA
"ENSG00000228084",0.75,-1.11008830643767,1.44245171088193,-0.769584380581413,0.441546473211556,NA
"ENSG00000228085",0,NA,NA,NA,NA,NA
"ENSG00000220256",0,NA,NA,NA,NA,NA
"ENSG00000281167",0,NA,NA,NA,NA,NA
"ENSG00000281160",0,NA,NA,NA,NA,NA
"ENSG00000281162",0,NA,NA,NA,NA,NA
"ENSG00000103152",66.8419186265459,2.07972879384293,0.790265553355613,2.63168347021077,0.00849629789204881,0.133526574310772
"ENSG00000254308",0,NA,NA,NA,NA,NA
"ENSG00000103150",7.69387232270935,-1.57851238629402,1.35158423619469,-1.16789789642578,0.242847952768466,0.904328900629615
"ENSG00000123500",5.15668686681911,3.43152763241532,1.56227080860063,2.19649987282872,0.0280561842582257,0.282248279887396
"ENSG00000123505",39.9611342822411,0.135293666276217,0.862881606133199,0.156792850044056,0.875408107993146,0.999838284898011
"ENSG00000151475",0,NA,NA,NA,NA,NA
"ENSG00000222205",0,NA,NA,NA,NA,NA
"ENSG00000156127",5.37370379919348,1.20755554843029,1.4459977662824,0.835101945928224,0.403660311146751,0.999838284898011
"ENSG00000153187",196.042174787463,0.219583592496188,0.662627477782906,0.331383167554258,0.740355077660831,0.999838284898011
"ENSG00000265626",0,NA,NA,NA,NA,NA
"ENSG00000229979",0,NA,NA,NA,NA,NA
"ENSG00000013523",10.255114528009,-0.422987634348097,1.16925478056444,-0.361758310831029,0.71753264818011,0.999838284898011
"ENSG00000230107",0,NA,NA,NA,NA,NA
"ENSG00000254224",0.5,-1.02550367550925,1.42166178129196,-0.721341523704257,0.47069941505666,NA
"ENSG00000176009",0,NA,NA,NA,NA,NA
"ENSG00000142515",0,NA,NA,NA,NA,NA
"ENSG00000142511",0,NA,NA,NA,NA,NA
"ENSG00000273886",0,NA,NA,NA,NA,NA
"ENSG00000142513",0,NA,NA,NA,NA,NA
"ENSG00000142512",1.87471003495373,2.26967981268678,1.58919920082371,1.42819088476156,0.153236923543909,NA
"ENSG00000233247",0.706267474672764,-0.388219501805303,1.48337395401336,-0.261713845490512,0.793542065335833,NA
"ENSG00000233693",0.25,-0.855266917860253,1.36709826282933,-0.625607493707295,0.531572422357683,NA
"ENSG00000068745",38.2166155875089,0.22776397557276,0.855680986304402,0.266178610040698,0.790101655682132,0.999838284898011
"ENSG00000229255",0,NA,NA,NA,NA,NA
"ENSG00000184423",0,NA,NA,NA,NA,NA
"ENSG00000221611",0,NA,NA,NA,NA,NA
"ENSG00000230109",0,NA,NA,NA,NA,NA
"ENSG00000221614",0,NA,NA,NA,NA,NA
"ENSG00000221616",0,NA,NA,NA,NA,NA
"ENSG00000168538",23.5432121236437,-0.488114029972498,0.963409070310705,-0.506652931775989,0.612398361561519,0.999838284898011
"ENSG00000065717",21.1987736978845,-1.45061191933806,1.15488683632718,-1.256064121357,0.209092723043907,0.850691083791869
"ENSG00000163704",3.15013979738212,0.09901282083423,1.54403673000578,0.0641259491500952,0.94886993993036,NA
"ENSG00000184428",13.8113017337087,0.71077865075741,1.08181704851724,0.65702297050284,0.511166146619145,0.999838284898011
"ENSG00000163701",28.56093495645,-0.17261340962774,0.974561200603858,-0.177119107061501,0.859414833935418,0.999838284898011
"ENSG00000163703",27.3802508686305,-1.24103941904235,0.919505750244019,-1.34968097666926,0.177118336959058,0.796414517931394
"ENSG00000163702",31.5082761129066,0.552090729415012,0.882003551142445,0.625950687726708,0.531347286315663,0.999838284898011
"ENSG00000055950",44.6990701999262,-0.142530037945718,0.87913274353109,-0.162125730152238,0.871206844506728,0.999838284898011
"ENSG00000055957",0,NA,NA,NA,NA,NA
"ENSG00000055955",1.25,-1.47565911817382,1.52134634374755,-0.969969214596336,0.332061837503948,NA
"ENSG00000132541",23.472830447294,-0.0586832076937119,0.960680907444078,-0.0610850150544164,0.951291503117909,0.999838284898011
"ENSG00000227868",0,NA,NA,NA,NA,NA
"ENSG00000267076",0,NA,NA,NA,NA,NA
"ENSG00000267077",0,NA,NA,NA,NA,NA
"ENSG00000267074",1.25,-1.72553845662265,1.55763872803277,-1.10779118775632,0.267952006734835,NA
"ENSG00000267075",0,NA,NA,NA,NA,NA
"ENSG00000267072",0,NA,NA,NA,NA,NA
"ENSG00000267073",0,NA,NA,NA,NA,NA
"ENSG00000267070",0,NA,NA,NA,NA,NA
"ENSG00000253335",0,NA,NA,NA,NA,NA
"ENSG00000267078",0.75,-1.11008830643767,1.44245171088193,-0.769584380581413,0.441546473211556,NA
"ENSG00000267079",0,NA,NA,NA,NA,NA
"ENSG00000263766",1.25,-1.47565911817382,1.52134634374755,-0.969969214596336,0.332061837503948,NA
"ENSG00000263764",0,NA,NA,NA,NA,NA
"ENSG00000263765",0,NA,NA,NA,NA,NA
"ENSG00000263762",0,NA,NA,NA,NA,NA
"ENSG00000263763",0,NA,NA,NA,NA,NA
"ENSG00000263761",0,NA,NA,NA,NA,NA
"ENSG00000125534",120.204470483169,0.377777015894609,0.746220909896227,0.506253591777727,0.61267863743183,0.999838284898011
"ENSG00000251336",0,NA,NA,NA,NA,NA
"ENSG00000259046",0,NA,NA,NA,NA,NA
"ENSG00000232593",7.44387232270935,-1.51070628896132,1.37486919113609,-1.09880001581313,0.271855305322825,0.933028614179347
"ENSG00000259044",0,NA,NA,NA,NA,NA
"ENSG00000201541",0,NA,NA,NA,NA,NA
"ENSG00000115137",8.1562605611514,-0.213041653431888,1.39633967319806,-0.152571510729875,0.878736193064348,0.999838284898011
"ENSG00000201547",0,NA,NA,NA,NA,NA
"ENSG00000259040",2.8877446454187,2.58063288243836,1.59044730618755,1.62258307609347,0.104678560738778,NA
"ENSG00000259041",0,NA,NA,NA,NA,NA
"ENSG00000132549",16.2683622913079,-0.662271063359473,1.05477986534506,-0.627876095400072,0.530085111752703,0.999838284898011
"ENSG00000201548",0,NA,NA,NA,NA,NA
"ENSG00000201549",0,NA,NA,NA,NA,NA
"ENSG00000051180",2.09337266158991,-0.288250269566021,1.59031664827747,-0.181253381128995,0.85616869633801,NA
"ENSG00000259048",0,NA,NA,NA,NA,NA
"ENSG00000227860",0,NA,NA,NA,NA,NA
"ENSG00000257912",0,NA,NA,NA,NA,NA
"ENSG00000257913",0,NA,NA,NA,NA,NA
"ENSG00000257910",0,NA,NA,NA,NA,NA
"ENSG00000205436",7.52241105514764,1.96613639131266,1.39981717167719,1.40456656132953,0.160150205862603,0.761234224089626
"ENSG00000251332",0,NA,NA,NA,NA,NA
"ENSG00000257915",0,NA,NA,NA,NA,NA
"ENSG00000232597",0,NA,NA,NA,NA,NA
"ENSG00000257918",0,NA,NA,NA,NA,NA
"ENSG00000251333",1,-1.23687697504357,1.47365774165761,-0.839324451044036,0.40128726591903,NA
"ENSG00000225913",0,NA,NA,NA,NA,NA
"ENSG00000225912",0,NA,NA,NA,NA,NA
"ENSG00000225911",0,NA,NA,NA,NA,NA
"ENSG00000232595",0,NA,NA,NA,NA,NA
"ENSG00000225914",2.90562110264984,-0.0710403640500279,1.5568251448266,-0.0456315625978283,0.963603912051346,NA
"ENSG00000157456",8.83487264904143,2.26016098569424,1.33731350574589,1.69007564492788,0.0910134836652241,0.581469849913635
"ENSG00000166289",16.1237037991935,-1.34577980650796,1.08661153222103,-1.23851051328085,0.215526826273866,0.862652867810305
"ENSG00000225918",0,NA,NA,NA,NA,NA
"ENSG00000157450",11.1806840878195,0.0449873827194702,1.14952553361072,0.0391356097834231,0.968782270204307,0.999838284898011
"ENSG00000108984",5.41865571311482,-0.222459120769738,1.37797356667972,-0.161439323764216,0.87174739696633,0.999838284898011
"ENSG00000229022",0,NA,NA,NA,NA,NA
"ENSG00000229021",0,NA,NA,NA,NA,NA
"ENSG00000229020",0,NA,NA,NA,NA,NA
"ENSG00000229027",0,NA,NA,NA,NA,NA
"ENSG00000229025",0,NA,NA,NA,NA,NA
"ENSG00000165959",21.4107356306589,-1.32052743599109,1.00889572176216,-1.30888396838934,0.190573657897164,0.819460370143728
"ENSG00000229029",0,NA,NA,NA,NA,NA
"ENSG00000229028",0,NA,NA,NA,NA,NA
"ENSG00000165953",0,NA,NA,NA,NA,NA
"ENSG00000227519",0,NA,NA,NA,NA,NA
"ENSG00000227518",0.25,-0.855266917860253,1.36709826282933,-0.625607493707295,0.531572422357683,NA
"ENSG00000261030",0,NA,NA,NA,NA,NA
"ENSG00000227515",0,NA,NA,NA,NA,NA
"ENSG00000227514",0,NA,NA,NA,NA,NA
"ENSG00000227517",0,NA,NA,NA,NA,NA
"ENSG00000227516",0,NA,NA,NA,NA,NA
"ENSG00000227511",0,NA,NA,NA,NA,NA
"ENSG00000227510",0,NA,NA,NA,NA,NA
"ENSG00000227513",0,NA,NA,NA,NA,NA
"ENSG00000227512",0,NA,NA,NA,NA,NA
"ENSG00000127990",45.5877031642905,0.0974964579675432,0.914514177688278,0.10661011097061,0.915098296910007,0.999838284898011
"ENSG00000199968",0,NA,NA,NA,NA,NA
"ENSG00000127993",7.4613820026818,0.452831649767224,1.27546723517699,0.355031973600159,0.722565638053884,0.999838284898011
"ENSG00000162078",1.12449688211987,1.34463027428781,1.4984934968678,0.897321394519493,0.36954744341281,NA
"ENSG00000127995",19.7687885969756,-0.605402625288095,1.04449989452022,-0.579610039660348,0.562177621142829,0.999838284898011
"ENSG00000162782",0,NA,NA,NA,NA,NA
"ENSG00000254222",0,NA,NA,NA,NA,NA
"ENSG00000162076",26.1600020761415,0.317406508156771,0.934243362025596,0.339747137692882,0.734046960222747,0.999838284898011
"ENSG00000182111",0.412534949345529,0.980971711963575,1.41086714043019,0.695297015468418,0.486869184255752,NA
"ENSG00000166750",31.4999059039842,-0.755340164020149,0.942527518182247,-0.801398526248755,0.422900968061076,0.999838284898011
"ENSG00000162073",5.80454151143786,1.3081261557298,1.44399908769381,0.905905112321778,0.364986078172421,0.986281314616899
"ENSG00000244661",0,NA,NA,NA,NA,NA
"ENSG00000244662",0,NA,NA,NA,NA,NA
"ENSG00000244668",0,NA,NA,NA,NA,NA
"ENSG00000244669",0,NA,NA,NA,NA,NA
"ENSG00000248847",0,NA,NA,NA,NA,NA
"ENSG00000157985",19.9000457013663,0.780228607200767,1.04855886578843,0.744096142484189,0.456818312874542,0.999838284898011
"ENSG00000231136",0,NA,NA,NA,NA,NA
"ENSG00000254247",0,NA,NA,NA,NA,NA
"ENSG00000254246",0,NA,NA,NA,NA,NA
"ENSG00000254245",0,NA,NA,NA,NA,NA
"ENSG00000254244",0.412534949345529,0.980971711963575,1.41086714043019,0.695297015468418,0.486869184255752,NA
"ENSG00000254242",0,NA,NA,NA,NA,NA
"ENSG00000254241",0,NA,NA,NA,NA,NA
"ENSG00000254240",0,NA,NA,NA,NA,NA
"ENSG00000242244",0,NA,NA,NA,NA,NA
"ENSG00000167157",10.9339397687329,1.93362458129453,1.23519031161801,1.5654466871276,0.117478208692935,0.665468868319057
"ENSG00000254249",0,NA,NA,NA,NA,NA
"ENSG00000254248",0,NA,NA,NA,NA,NA
"ENSG00000178235",0,NA,NA,NA,NA,NA
"ENSG00000178234",35.8656896207217,0.102257072299035,0.850051910805932,0.120295091392813,0.904249392378277,0.999838284898011
"ENSG00000242628",0,NA,NA,NA,NA,NA
"ENSG00000178233",0,NA,NA,NA,NA,NA
"ENSG00000242622",1.36880242401829,-0.103966521550717,1.56397393532596,-0.0664758658711588,0.94699897144451,NA
"ENSG00000272541",0,NA,NA,NA,NA,NA
"ENSG00000231137",0,NA,NA,NA,NA,NA
"ENSG00000252371",0,NA,NA,NA,NA,NA
"ENSG00000252370",0,NA,NA,NA,NA,NA
"ENSG00000252373",0,NA,NA,NA,NA,NA
"ENSG00000206014",0,NA,NA,NA,NA,NA
"ENSG00000252377",0,NA,NA,NA,NA,NA
"ENSG00000252376",0,NA,NA,NA,NA,NA
"ENSG00000282535",0,NA,NA,NA,NA,NA
"ENSG00000254791",0,NA,NA,NA,NA,NA
"ENSG00000251542",0,NA,NA,NA,NA,NA
"ENSG00000254793",0,NA,NA,NA,NA,NA
"ENSG00000254792",0,NA,NA,NA,NA,NA
"ENSG00000254795",0,NA,NA,NA,NA,NA
"ENSG00000254794",0,NA,NA,NA,NA,NA
"ENSG00000251545",0,NA,NA,NA,NA,NA
"ENSG00000251544",0,NA,NA,NA,NA,NA
"ENSG00000266844",0.75,-1.11008830643767,1.44245171088193,-0.769584380581413,0.441546473211556,NA
"ENSG00000254798",0,NA,NA,NA,NA,NA
"ENSG00000266846",0,NA,NA,NA,NA,NA
"ENSG00000251548",0,NA,NA,NA,NA,NA
"ENSG00000266840",0,NA,NA,NA,NA,NA
"ENSG00000257261",1.66253494934553,-0.686524712087426,1.58152614482673,-0.434090017628282,0.664223074112169,NA
"ENSG00000252089",0,NA,NA,NA,NA,NA
"ENSG00000185917",10.9929325288795,0.337439338716206,1.14354093303184,0.29508286845628,0.767930576346987,0.999838284898011
"ENSG00000257264",0,NA,NA,NA,NA,NA
"ENSG00000257265",0,NA,NA,NA,NA,NA
"ENSG00000257267",16.2614484446122,-0.350550491497492,1.02250141614984,-0.342836191677332,0.731721697141141,0.999838284898011
"ENSG00000257268",0,NA,NA,NA,NA,NA
"ENSG00000252082",0,NA,NA,NA,NA,NA
"ENSG00000252081",0,NA,NA,NA,NA,NA
"ENSG00000252080",0,NA,NA,NA,NA,NA
"ENSG00000252087",0,NA,NA,NA,NA,NA
"ENSG00000252086",0,NA,NA,NA,NA,NA
"ENSG00000252084",0,NA,NA,NA,NA,NA
"ENSG00000256799",0,NA,NA,NA,NA,NA
"ENSG00000228868",0,NA,NA,NA,NA,NA
"ENSG00000228869",0,NA,NA,NA,NA,NA
"ENSG00000273733",0,NA,NA,NA,NA,NA
"ENSG00000230170",0,NA,NA,NA,NA,NA
"ENSG00000228860",0,NA,NA,NA,NA,NA
"ENSG00000228861",0,NA,NA,NA,NA,NA
"ENSG00000228862",0,NA,NA,NA,NA,NA
"ENSG00000228863",0,NA,NA,NA,NA,NA
"ENSG00000009724",0,NA,NA,NA,NA,NA
"ENSG00000281941",0,NA,NA,NA,NA,NA
"ENSG00000245534",0,NA,NA,NA,NA,NA
"ENSG00000245532",125.25,-8.28056124603965,1.19583099309959,-6.92452469773884,4.37441721373279e-12,1.76165983229295e-09
"ENSG00000186652",0,NA,NA,NA,NA,NA
"ENSG00000282418",0,NA,NA,NA,NA,NA
"ENSG00000101161",68.9605781729474,-0.0232167760484774,0.762292444555757,-0.0304565212659395,0.97570296828404,0.999838284898011
"ENSG00000101160",348.238475187728,-0.119762780091688,0.756022737262478,-0.158411611435581,0.874132464702578,0.999838284898011
"ENSG00000121270",0,NA,NA,NA,NA,NA
"ENSG00000121274",10.9375979345152,-0.330143974117007,1.19888344940928,-0.275376204650818,0.783027223571484,0.999838284898011
"ENSG00000171777",9.39690793726751,1.59638460775061,1.36379959250388,1.17054193044575,0.241782950488413,0.903304008906207
"ENSG00000171773",1,-1.23687697504357,1.47365774165761,-0.839324451044035,0.401287265919031,NA
"ENSG00000171772",2,-2.37571577345732,1.59041100019256,-1.49377473695144,0.135234506711565,NA
"ENSG00000231302",0,NA,NA,NA,NA,NA
"ENSG00000231301",0,NA,NA,NA,NA,NA
"ENSG00000175213",11.791353276548,1.31089210616164,1.13904923321002,1.15086518470088,0.249787702717186,0.910941758575127
"ENSG00000231307",0,NA,NA,NA,NA,NA
"ENSG00000175215",91.0508725988475,-0.581576371449516,0.846855642457496,-0.686747944150004,0.492241578591642,0.999838284898011
"ENSG00000175216",35.8742491616792,-0.0398418418352692,0.915867516146114,-0.0435017523090239,0.965301567709495,0.999838284898011
"ENSG00000231304",0,NA,NA,NA,NA,NA
"ENSG00000238904",0,NA,NA,NA,NA,NA
"ENSG00000179546",0.843372661589906,1.12422743659265,1.4464387205867,0.777238206217708,0.437018244916452,NA
"ENSG00000179542",5.52442352666814,-0.61139106767136,1.35393284682424,-0.45156675909402,0.651581121399075,0.999838284898011
"ENSG00000230815",0,NA,NA,NA,NA,NA
"ENSG00000255680",0,NA,NA,NA,NA,NA
"ENSG00000255686",0,NA,NA,NA,NA,NA
"ENSG00000284272",0,NA,NA,NA,NA,NA
"ENSG00000230817",0,NA,NA,NA,NA,NA
"ENSG00000284277",0,NA,NA,NA,NA,NA
"ENSG00000284276",0.956267474672764,-0.665473022445838,1.54382950730544,-0.43105344165065,0.666429512755044,NA
"ENSG00000196696",10.3116685109674,-0.40340186750985,1.15368386054327,-0.349664133569387,0.726590773731796,0.999838284898011
"ENSG00000170790",0,NA,NA,NA,NA,NA
"ENSG00000170791",15.0922128014048,0.267002738777224,1.05401066533766,0.253320718241202,0.800020387282187,0.999838284898011
"ENSG00000196693",13.3550342590359,0.735332175886067,1.1184309608974,0.657467650301859,0.510880265112068,0.999838284898011
"ENSG00000253072",0,NA,NA,NA,NA,NA
"ENSG00000124313",11.8615218000639,0.0768389971394216,1.11526085352599,0.068897780188813,0.945070985475109,0.999838284898011
"ENSG00000197124",3.39322595068643,1.1493902965302,1.52736191029392,0.752533036724098,0.451730570251744,NA
"ENSG00000197125",0,NA,NA,NA,NA,NA
"ENSG00000197122",24.3778716198513,0.994598151491874,0.936650685047119,1.06186667812221,0.288296214265581,0.944641066168458
"ENSG00000183169",0,NA,NA,NA,NA,NA
"ENSG00000256139",0,NA,NA,NA,NA,NA
"ENSG00000197121",4.90604740831755,0.407209473909663,1.39143254582103,0.292654843479592,0.76978598900925,0.999838284898011
